;longitude;latitude;level;time;nh3_conc
402;0.8500000238418579;41.650001525878906;50.0;0 days 00:00:00;3.5105429
403;0.8500000238418579;41.650001525878906;50.0;0 days 01:00:00;4.112306
404;0.8500000238418579;41.54999923706055;50.0;0 days 00:00:00;2.0222447
405;0.8500000238418579;41.54999923706055;50.0;0 days 01:00:00;1.7565327
406;0.8500000238418579;41.45000076293945;50.0;0 days 00:00:00;0.96952045
407;0.8500000238418579;41.45000076293945;50.0;0 days 01:00:00;0.8001324
408;0.8500000238418579;41.349998474121094;50.0;0 days 00:00:00;0.59865004
409;0.8500000238418579;41.349998474121094;50.0;0 days 01:00:00;0.6810703
410;0.8500000238418579;41.25;50.0;0 days 00:00:00;0.57317615
411;0.8500000238418579;41.25;50.0;0 days 01:00:00;0.69567287
412;0.8500000238418579;41.150001525878906;50.0;0 days 00:00:00;0.69797415
413;0.8500000238418579;41.150001525878906;50.0;0 days 01:00:00;0.6136132
414;0.8500000238418579;41.04999923706055;50.0;0 days 00:00:00;0.56781334
415;0.8500000238418579;41.04999923706055;50.0;0 days 01:00:00;0.55129856
416;0.8500000238418579;40.95000076293945;50.0;0 days 00:00:00;0.44390535
417;0.8500000238418579;40.95000076293945;50.0;0 days 01:00:00;0.515616
418;0.949999988079071;42.75;50.0;0 days 00:00:00;0.8277237
419;0.949999988079071;42.75;50.0;0 days 01:00:00;0.563559
420;0.949999988079071;42.650001525878906;50.0;0 days 00:00:00;0.48864645
421;0.949999988079071;42.650001525878906;50.0;0 days 01:00:00;0.32872817
422;0.949999988079071;42.54999923706055;50.0;0 days 00:00:00;0.37263525
